"District","FIPS","Year","Incident Type","Variable","Measure Type","Value"
"Amistad Academy District","","2019-2020","Violent Crimes Against Persons","Incidents","Number","0"
"Amistad Academy District","","2019-2020","School Policy Violations","Incidents","Number","92"
"Amistad Academy District","","2019-2020","Sexually Related Behavior","Incidents","Number","-9999"
"Amistad Academy District","","2019-2020","Personally Threatening Behavior","Incidents","Number","0"
"Amistad Academy District","","2019-2020","Theft Related Behaviors","Incidents","Number","-9999"
"Amistad Academy District","","2019-2020","Physical and Verbal Confrontation","Incidents","Number","43"
"Amistad Academy District","","2019-2020","Fighting and Battery","Incidents","Number","18"
"Amistad Academy District","","2019-2020","Property Damage","Incidents","Number","-9999"
"Amistad Academy District","","2019-2020","Weapons","Incidents","Number","-9999"
"Amistad Academy District","","2019-2020","Drugs, Alcohol, Tobacco","Incidents","Number","-9999"
"Andover School District","","2009-2010","Violent Crimes Against Persons","Incidents","Number","-6666"
"Andover School District","","2009-2010","School Policy Violations","Incidents","Number","-6666"
"Andover School District","","2009-2010","Sexually Related Behavior","Incidents","Number","-6666"
"Andover School District","","2009-2010","Personally Threatening Behavior","Incidents","Number","-6666"
"Andover School District","","2009-2010","Theft Related Behaviors","Incidents","Number","-6666"
"Andover School District","","2009-2010","Physical and Verbal Confrontation","Incidents","Number","-6666"
"Andover School District","","2009-2010","Fighting and Battery","Incidents","Number","-6666"
"Andover School District","","2009-2010","Property Damage","Incidents","Number","-6666"
"Andover School District","","2009-2010","Weapons","Incidents","Number","-6666"
"Andover School District","","2009-2010","Drugs, Alcohol, Tobacco","Incidents","Number","-6666"
"Andover School District","","2010-2011","Violent Crimes Against Persons","Incidents","Number","0"
"Andover School District","","2010-2011","School Policy Violations","Incidents","Number","0"
"Andover School District","","2010-2011","Sexually Related Behavior","Incidents","Number","-9999"
"Andover School District","","2010-2011","Personally Threatening Behavior","Incidents","Number","0"
"Andover School District","","2010-2011","Theft Related Behaviors","Incidents","Number","0"
"Andover School District","","2010-2011","Physical and Verbal Confrontation","Incidents","Number","-9999"
"Andover School District","","2010-2011","Fighting and Battery","Incidents","Number","-9999"
"Andover School District","","2010-2011","Property Damage","Incidents","Number","0"
"Andover School District","","2010-2011","Weapons","Incidents","Number","0"
"Andover School District","","2010-2011","Drugs, Alcohol, Tobacco","Incidents","Number","0"
"Andover School District","","2011-2012","Violent Crimes Against Persons","Incidents","Number","0"
"Andover School District","","2011-2012","School Policy Violations","Incidents","Number","0"
"Andover School District","","2011-2012","Sexually Related Behavior","Incidents","Number","0"
"Andover School District","","2011-2012","Personally Threatening Behavior","Incidents","Number","-9999"
"Andover School District","","2011-2012","Theft Related Behaviors","Incidents","Number","-9999"
"Andover School District","","2011-2012","Physical and Verbal Confrontation","Incidents","Number","0"
"Andover School District","","2011-2012","Fighting and Battery","Incidents","Number","0"
"Andover School District","","2011-2012","Property Damage","Incidents","Number","0"
"Andover School District","","2011-2012","Weapons","Incidents","Number","0"
"Andover School District","","2011-2012","Drugs, Alcohol, Tobacco","Incidents","Number","0"
"Andover School District","","2012-2013","Violent Crimes Against Persons","Incidents","Number","0"
"Andover School District","","2012-2013","School Policy Violations","Incidents","Number","-9999"
"Andover School District","","2012-2013","Sexually Related Behavior","Incidents","Number","-9999"
"Andover School District","","2012-2013","Personally Threatening Behavior","Incidents","Number","-9999"
"Andover School District","","2012-2013","Theft Related Behaviors","Incidents","Number","0"
"Andover School District","","2012-2013","Physical and Verbal Confrontation","Incidents","Number","-9999"
"Andover School District","","2012-2013","Fighting and Battery","Incidents","Number","-9999"
"Andover School District","","2012-2013","Property Damage","Incidents","Number","0"
"Andover School District","","2012-2013","Weapons","Incidents","Number","0"
"Andover School District","","2012-2013","Drugs, Alcohol, Tobacco","Incidents","Number","0"
"Andover School District","","2013-2014","Violent Crimes Against Persons","Incidents","Number","0"
"Andover School District","","2013-2014","School Policy Violations","Incidents","Number","0"
"Andover School District","","2013-2014","Sexually Related Behavior","Incidents","Number","0"
"Andover School District","","2013-2014","Personally Threatening Behavior","Incidents","Number","0"
"Andover School District","","2013-2014","Theft Related Behaviors","Incidents","Number","-9999"
"Andover School District","","2013-2014","Physical and Verbal Confrontation","Incidents","Number","-9999"
"Andover School District","","2013-2014","Fighting and Battery","Incidents","Number","-9999"
"Andover School District","","2013-2014","Property Damage","Incidents","Number","0"
"Andover School District","","2013-2014","Weapons","Incidents","Number","0"
"Andover School District","","2013-2014","Drugs, Alcohol, Tobacco","Incidents","Number","0"
"Andover School District","","2014-2015","Violent Crimes Against Persons","Incidents","Number","0"
"Andover School District","","2014-2015","School Policy Violations","Incidents","Number","0"
"Andover School District","","2014-2015","Sexually Related Behavior","Incidents","Number","-9999"
"Andover School District","","2014-2015","Personally Threatening Behavior","Incidents","Number","-9999"
"Andover School District","","2014-2015","Theft Related Behaviors","Incidents","Number","0"
"Andover School District","","2014-2015","Physical and Verbal Confrontation","Incidents","Number","0"
"Andover School District","","2014-2015","Fighting and Battery","Incidents","Number","0"
"Andover School District","","2014-2015","Property Damage","Incidents","Number","0"
"Andover School District","","2014-2015","Weapons","Incidents","Number","0"
"Andover School District","","2014-2015","Drugs, Alcohol, Tobacco","Incidents","Number","0"
"Andover School District","","2015-2016","Violent Crimes Against Persons","Incidents","Number","0"
"Andover School District","","2015-2016","School Policy Violations","Incidents","Number","0"
"Andover School District","","2015-2016","Sexually Related Behavior","Incidents","Number","0"
"Andover School District","","2015-2016","Personally Threatening Behavior","Incidents","Number","-9999"
"Andover School District","","2015-2016","Theft Related Behaviors","Incidents","Number","-9999"
"Andover School District","","2015-2016","Physical and Verbal Confrontation","Incidents","Number","0"
"Andover School District","","2015-2016","Fighting and Battery","Incidents","Number","0"
"Andover School District","","2015-2016","Property Damage","Incidents","Number","0"
"Andover School District","","2015-2016","Weapons","Incidents","Number","0"
"Andover School District","","2015-2016","Drugs, Alcohol, Tobacco","Incidents","Number","0"
"Andover School District","","2016-2017","Violent Crimes Against Persons","Incidents","Number","0"
"Andover School District","","2016-2017","School Policy Violations","Incidents","Number","0"
"Andover School District","","2016-2017","Sexually Related Behavior","Incidents","Number","0"
"Andover School District","","2016-2017","Personally Threatening Behavior","Incidents","Number","-9999"
"Andover School District","","2016-2017","Theft Related Behaviors","Incidents","Number","0"
"Andover School District","","2016-2017","Physical and Verbal Confrontation","Incidents","Number","0"
"Andover School District","","2016-2017","Fighting and Battery","Incidents","Number","0"
"Andover School District","","2016-2017","Property Damage","Incidents","Number","0"
"Andover School District","","2016-2017","Weapons","Incidents","Number","0"
"Andover School District","","2016-2017","Drugs, Alcohol, Tobacco","Incidents","Number","0"
"Andover School District","","2017-2018","Violent Crimes Against Persons","Incidents","Number","0"
"Andover School District","","2017-2018","School Policy Violations","Incidents","Number","-9999"
"Andover School District","","2017-2018","Sexually Related Behavior","Incidents","Number","0"
"Andover School District","","2017-2018","Personally Threatening Behavior","Incidents","Number","0"
"Andover School District","","2017-2018","Theft Related Behaviors","Incidents","Number","-9999"
"Andover School District","","2017-2018","Physical and Verbal Confrontation","Incidents","Number","0"
"Andover School District","","2017-2018","Fighting and Battery","Incidents","Number","0"
"Andover School District","","2017-2018","Property Damage","Incidents","Number","0"
"Andover School District","","2017-2018","Weapons","Incidents","Number","0"
"Andover School District","","2017-2018","Drugs, Alcohol, Tobacco","Incidents","Number","0"
"Andover School District","","2018-2019","Violent Crimes Against Persons","Incidents","Number","-9999"
"Andover School District","","2018-2019","School Policy Violations","Incidents","Number","6"
"Andover School District","","2018-2019","Sexually Related Behavior","Incidents","Number","-9999"
"Andover School District","","2018-2019","Personally Threatening Behavior","Incidents","Number","-9999"
"Andover School District","","2018-2019","Theft Related Behaviors","Incidents","Number","0"
"Andover School District","","2018-2019","Physical and Verbal Confrontation","Incidents","Number","-9999"
"Andover School District","","2018-2019","Fighting and Battery","Incidents","Number","-9999"
"Andover School District","","2018-2019","Property Damage","Incidents","Number","0"
